subscription_id,user_id,plan,billing_cycle,mrr,start_date,status,churned_date,churn_reason,plan_upgraded_to,upgrade_date
SUB_0001022,USR_0005168,enterprise,monthly,96.0,2024-07-20,active,NULL,NULL,NULL,NULL
SUB_0001023,USR_0005170,growth,annual,30.6,2024-05-26,active,NULL,NULL,NULL,NULL
SUB_0001024,USR_0005181,starter,monthly,12.0,2024-04-12,active,NULL,NULL,growth,2024-07-16
SUB_0001025,USR_0005183,starter,annual,10.2,2024-07-16,active,NULL,NULL,NULL,NULL
SUB_0001026,USR_0005184,starter,monthly,12.0,2024-03-31,active,NULL,NULL,NULL,NULL
SUB_0001027,USR_0005186,growth,monthly,36.0,2024-05-08,active,NULL,NULL,NULL,NULL
SUB_0001028,USR_0005198,starter,monthly,12.0,2024-05-25,active,NULL,NULL,NULL,NULL
SUB_0001029,USR_0005212,growth,monthly,36.0,2024-06-05,active,NULL,NULL,NULL,NULL
SUB_0001030,USR_0005219,starter,monthly,12.0,2024-06-27,active,NULL,NULL,NULL,NULL
SUB_0001031,USR_0005226,starter,monthly,12.0,2024-05-06,active,NULL,NULL,NULL,NULL
SUB_0001032,USR_0005229,growth,annual,30.6,2024-06-30,active,NULL,NULL,NULL,NULL
SUB_0001033,USR_0005242,growth,annual,30.6,2024-05-31,active,NULL,NULL,NULL,NULL
SUB_0001034,USR_0005251,starter,annual,10.2,2024-02-15,active,NULL,NULL,NULL,NULL
SUB_0001035,USR_0005254,starter,monthly,12.0,2024-02-04,active,NULL,NULL,NULL,NULL
SUB_0001036,USR_0005257,starter,annual,10.2,2024-05-14,active,NULL,NULL,NULL,NULL
SUB_0001037,USR_0005261,growth,monthly,36.0,2024-03-10,active,NULL,NULL,NULL,NULL
SUB_0001038,USR_0005263,growth,monthly,36.0,2024-03-27,active,NULL,NULL,NULL,NULL
SUB_0001039,USR_0005271,starter,monthly,12.0,2024-03-04,active,NULL,NULL,NULL,NULL
SUB_0001040,USR_0005285,growth,annual,30.6,2024-07-20,active,NULL,NULL,NULL,NULL
SUB_0001041,USR_0005304,enterprise,monthly,96.0,2024-04-03,active,NULL,NULL,NULL,NULL
SUB_0001042,USR_0005307,growth,annual,30.6,2024-07-13,active,NULL,NULL,NULL,NULL
SUB_0001043,USR_0005309,starter,annual,10.2,2024-03-15,active,NULL,NULL,NULL,NULL
SUB_0001044,USR_0005321,starter,annual,10.2,2024-06-10,active,NULL,NULL,NULL,NULL
SUB_0001045,USR_0005324,growth,monthly,36.0,2024-04-15,active,NULL,NULL,NULL,NULL
SUB_0001046,USR_0005329,starter,annual,10.2,2024-07-16,active,NULL,NULL,NULL,NULL
SUB_0001047,USR_0005331,growth,monthly,36.0,2024-03-04,active,NULL,NULL,NULL,NULL
SUB_0001048,USR_0005334,starter,annual,10.2,2024-05-29,active,NULL,NULL,NULL,NULL
SUB_0001049,USR_0005338,growth,monthly,36.0,2024-07-06,active,NULL,NULL,NULL,NULL
SUB_0001050,USR_0005344,enterprise,monthly,96.0,2024-06-24,active,NULL,NULL,NULL,NULL
SUB_0001051,USR_0005348,starter,annual,10.2,2024-06-06,active,NULL,NULL,NULL,NULL
SUB_0001052,USR_0005349,growth,monthly,36.0,2024-05-09,active,NULL,NULL,NULL,NULL
SUB_0001053,USR_0005358,growth,monthly,36.0,2024-07-21,active,NULL,NULL,NULL,NULL
SUB_0001054,USR_0005360,growth,annual,30.6,2024-04-11,active,NULL,NULL,NULL,NULL
SUB_0001055,USR_0005361,starter,annual,10.2,2024-07-14,active,NULL,NULL,NULL,NULL
SUB_0001056,USR_0005363,starter,annual,10.2,2024-06-04,active,NULL,NULL,NULL,NULL
SUB_0001057,USR_0005375,growth,monthly,36.0,2024-06-05,active,NULL,NULL,NULL,NULL
SUB_0001058,USR_0005383,growth,annual,30.6,2024-06-19,active,NULL,NULL,NULL,NULL
SUB_0001059,USR_0005386,starter,monthly,12.0,2024-07-08,active,NULL,NULL,NULL,NULL
SUB_0001060,USR_0005390,starter,monthly,12.0,2024-06-30,active,NULL,NULL,NULL,NULL
SUB_0001061,USR_0005393,growth,monthly,36.0,2024-01-17,active,NULL,NULL,enterprise,2024-04-03
SUB_0001062,USR_0005396,growth,monthly,36.0,2024-07-13,active,NULL,NULL,NULL,NULL
SUB_0001063,USR_0005405,growth,monthly,36.0,2024-04-14,active,NULL,NULL,NULL,NULL
SUB_0001064,USR_0005406,starter,monthly,12.0,2024-05-24,active,NULL,NULL,NULL,NULL
SUB_0001065,USR_0005408,growth,monthly,36.0,2024-04-08,active,NULL,NULL,enterprise,2024-05-10
SUB_0001066,USR_0005409,growth,monthly,36.0,2024-03-27,active,NULL,NULL,enterprise,2024-05-01
SUB_0001067,USR_0005414,starter,annual,10.2,2024-07-27,active,NULL,NULL,NULL,NULL
SUB_0001068,USR_0005415,starter,annual,10.2,2024-05-15,active,NULL,NULL,NULL,NULL
SUB_0001069,USR_0005416,growth,annual,30.6,2024-05-28,active,NULL,NULL,NULL,NULL
SUB_0001070,USR_0005419,starter,monthly,12.0,2024-06-16,active,NULL,NULL,NULL,NULL
SUB_0001071,USR_0005425,starter,annual,10.2,2024-06-21,active,NULL,NULL,growth,2024-09-24
SUB_0001072,USR_0005432,starter,monthly,12.0,2024-03-05,active,NULL,NULL,NULL,NULL
SUB_0001073,USR_0005435,enterprise,monthly,96.0,2024-05-11,active,NULL,NULL,NULL,NULL
SUB_0001074,USR_0005439,growth,monthly,36.0,2024-01-29,active,NULL,NULL,NULL,NULL
SUB_0001075,USR_0005441,starter,annual,10.2,2024-01-28,active,NULL,NULL,NULL,NULL
SUB_0001076,USR_0005445,starter,monthly,12.0,2024-03-31,active,NULL,NULL,NULL,NULL
SUB_0001077,USR_0005456,starter,monthly,12.0,2024-04-01,active,NULL,NULL,NULL,NULL
SUB_0001078,USR_0005482,starter,monthly,12.0,2024-06-23,active,NULL,NULL,NULL,NULL
SUB_0001079,USR_0005484,starter,annual,10.2,2024-04-21,active,NULL,NULL,NULL,NULL
SUB_0001080,USR_0005485,growth,monthly,36.0,2024-04-17,active,NULL,NULL,NULL,NULL
SUB_0001081,USR_0005486,starter,annual,10.2,2024-02-12,churned,2024-06-17,missing_features,NULL,NULL
SUB_0001082,USR_0005487,enterprise,monthly,96.0,2024-05-25,active,NULL,NULL,NULL,NULL
SUB_0001083,USR_0005511,starter,annual,10.2,2024-03-20,active,NULL,NULL,NULL,NULL
SUB_0001084,USR_0005518,growth,annual,30.6,2024-04-18,active,NULL,NULL,NULL,NULL
SUB_0001085,USR_0005528,starter,annual,10.2,2024-04-01,active,NULL,NULL,NULL,NULL
SUB_0001086,USR_0005532,starter,monthly,12.0,2024-06-21,active,NULL,NULL,NULL,NULL
SUB_0001087,USR_0005540,starter,monthly,12.0,2024-04-26,active,NULL,NULL,NULL,NULL
SUB_0001088,USR_0005544,growth,annual,30.6,2024-04-22,active,NULL,NULL,NULL,NULL
SUB_0001089,USR_0005545,growth,annual,30.6,2024-04-09,active,NULL,NULL,enterprise,2024-06-14
SUB_0001090,USR_0005549,starter,annual,10.2,2024-04-13,active,NULL,NULL,NULL,NULL
SUB_0001091,USR_0005554,growth,annual,30.6,2024-07-21,churned,2024-11-09,price,NULL,NULL
SUB_0001092,USR_0005569,enterprise,annual,81.6,2024-06-06,active,NULL,NULL,NULL,NULL
SUB_0001093,USR_0005572,starter,monthly,12.0,2024-05-21,active,NULL,NULL,NULL,NULL
SUB_0001094,USR_0005576,starter,monthly,12.0,2024-07-10,active,NULL,NULL,NULL,NULL
SUB_0001095,USR_0005579,growth,annual,30.6,2024-06-13,active,NULL,NULL,NULL,NULL
SUB_0001096,USR_0005582,starter,monthly,12.0,2024-03-18,active,NULL,NULL,NULL,NULL
SUB_0001097,USR_0005583,growth,monthly,36.0,2024-06-14,active,NULL,NULL,NULL,NULL
SUB_0001098,USR_0005585,starter,monthly,12.0,2024-04-16,active,NULL,NULL,NULL,NULL
SUB_0001099,USR_0005590,enterprise,annual,81.6,2024-05-14,active,NULL,NULL,NULL,NULL
SUB_0001100,USR_0005592,starter,annual,10.2,2024-02-24,active,NULL,NULL,NULL,NULL
SUB_0001101,USR_0005601,growth,monthly,36.0,2024-07-18,active,NULL,NULL,NULL,NULL
SUB_0001102,USR_0005603,growth,annual,30.6,2024-06-03,active,NULL,NULL,NULL,NULL
SUB_0001103,USR_0005604,starter,annual,10.2,2024-07-05,active,NULL,NULL,NULL,NULL
SUB_0001104,USR_0005610,starter,monthly,12.0,2024-04-05,active,NULL,NULL,NULL,NULL
SUB_0001105,USR_0005611,growth,monthly,36.0,2024-05-17,active,NULL,NULL,NULL,NULL
SUB_0001106,USR_0005614,growth,annual,30.6,2024-05-31,active,NULL,NULL,enterprise,2024-07-02
SUB_0001107,USR_0005616,growth,annual,30.6,2024-03-10,active,NULL,NULL,NULL,NULL
SUB_0001108,USR_0005619,enterprise,monthly,96.0,2024-04-30,active,NULL,NULL,NULL,NULL
SUB_0001109,USR_0005624,starter,monthly,12.0,2024-06-05,active,NULL,NULL,NULL,NULL
SUB_0001110,USR_0005641,growth,monthly,36.0,2024-06-03,active,NULL,NULL,NULL,NULL
SUB_0001111,USR_0005647,growth,monthly,36.0,2024-06-24,churned,2024-09-05,switched_competitor,NULL,NULL
SUB_0001112,USR_0005650,growth,monthly,36.0,2024-05-31,active,NULL,NULL,enterprise,2024-07-31
SUB_0001113,USR_0005655,growth,monthly,36.0,2024-07-14,active,NULL,NULL,NULL,NULL
SUB_0001114,USR_0005666,starter,annual,10.2,2024-07-08,active,NULL,NULL,NULL,NULL
SUB_0001115,USR_0005682,growth,monthly,36.0,2024-06-25,active,NULL,NULL,NULL,NULL
SUB_0001116,USR_0005696,starter,annual,10.2,2024-06-17,active,NULL,NULL,NULL,NULL
SUB_0001117,USR_0005703,starter,monthly,12.0,2024-03-24,active,NULL,NULL,NULL,NULL
SUB_0001118,USR_0005704,starter,annual,10.2,2024-06-11,active,NULL,NULL,NULL,NULL
SUB_0001119,USR_0005707,growth,monthly,36.0,2024-07-05,active,NULL,NULL,NULL,NULL
SUB_0001120,USR_0005715,starter,monthly,12.0,2024-02-11,active,NULL,NULL,NULL,NULL
SUB_0001121,USR_0005721,growth,monthly,36.0,2024-04-13,active,NULL,NULL,NULL,NULL
SUB_0001122,USR_0005722,starter,monthly,12.0,2024-03-07,active,NULL,NULL,NULL,NULL
SUB_0001123,USR_0005724,enterprise,annual,81.6,2024-06-02,active,NULL,NULL,NULL,NULL
SUB_0001124,USR_0005735,growth,monthly,36.0,2024-03-08,active,NULL,NULL,NULL,NULL
SUB_0001125,USR_0005744,enterprise,annual,81.6,2024-05-04,active,NULL,NULL,NULL,NULL
SUB_0001126,USR_0005758,enterprise,monthly,96.0,2024-07-05,active,NULL,NULL,NULL,NULL
SUB_0001127,USR_0005764,growth,monthly,36.0,2024-03-19,active,NULL,NULL,NULL,NULL
SUB_0001128,USR_0005787,growth,monthly,36.0,2024-05-19,active,NULL,NULL,NULL,NULL
SUB_0001129,USR_0005798,starter,monthly,12.0,2024-07-15,active,NULL,NULL,NULL,NULL
SUB_0001130,USR_0005802,growth,monthly,36.0,2024-07-10,active,NULL,NULL,NULL,NULL
SUB_0001131,USR_0005803,enterprise,monthly,96.0,2024-07-16,active,NULL,NULL,NULL,NULL
SUB_0001132,USR_0005804,growth,monthly,36.0,2024-07-06,active,NULL,NULL,NULL,NULL
SUB_0001133,USR_0005808,enterprise,annual,81.6,2024-02-25,active,NULL,NULL,NULL,NULL
SUB_0001134,USR_0005813,starter,monthly,12.0,2024-04-17,active,NULL,NULL,NULL,NULL
SUB_0001135,USR_0005821,starter,monthly,12.0,2024-04-19,active,NULL,NULL,NULL,NULL
SUB_0001136,USR_0005823,starter,monthly,12.0,2024-04-03,active,NULL,NULL,NULL,NULL
SUB_0001137,USR_0005826,growth,monthly,36.0,2024-06-19,active,NULL,NULL,NULL,NULL
SUB_0001138,USR_0005833,growth,annual,30.6,2024-04-30,active,NULL,NULL,NULL,NULL
SUB_0001139,USR_0005837,enterprise,annual,81.6,2024-07-04,active,NULL,NULL,NULL,NULL
SUB_0001140,USR_0005839,growth,annual,30.6,2024-03-08,churned,2024-05-28,price,NULL,NULL
SUB_0001141,USR_0005843,growth,monthly,36.0,2024-04-06,active,NULL,NULL,NULL,NULL
SUB_0001142,USR_0005846,starter,monthly,12.0,2024-07-13,active,NULL,NULL,NULL,NULL
SUB_0001143,USR_0005849,starter,monthly,12.0,2024-06-30,active,NULL,NULL,NULL,NULL
SUB_0001144,USR_0005854,growth,monthly,36.0,2024-04-11,active,NULL,NULL,NULL,NULL
SUB_0001145,USR_0005866,enterprise,monthly,96.0,2024-04-23,active,NULL,NULL,NULL,NULL
SUB_0001146,USR_0005878,growth,monthly,36.0,2024-07-12,active,NULL,NULL,NULL,NULL
SUB_0001147,USR_0005891,enterprise,monthly,96.0,2024-03-03,active,NULL,NULL,NULL,NULL
SUB_0001148,USR_0005897,enterprise,monthly,96.0,2024-06-18,active,NULL,NULL,NULL,NULL
SUB_0001149,USR_0005902,growth,monthly,36.0,2024-04-09,active,NULL,NULL,NULL,NULL
SUB_0001150,USR_0005907,growth,monthly,36.0,2024-07-01,active,NULL,NULL,NULL,NULL
SUB_0001151,USR_0005909,starter,annual,10.2,2024-07-24,active,NULL,NULL,NULL,NULL
SUB_0001152,USR_0005920,enterprise,annual,81.6,2024-05-09,active,NULL,NULL,NULL,NULL
SUB_0001153,USR_0005923,starter,annual,10.2,2024-05-19,active,NULL,NULL,NULL,NULL
SUB_0001154,USR_0005926,growth,monthly,36.0,2024-05-02,active,NULL,NULL,NULL,NULL
SUB_0001155,USR_0005938,starter,monthly,12.0,2024-06-22,active,NULL,NULL,NULL,NULL
SUB_0001156,USR_0005942,growth,monthly,36.0,2024-05-28,active,NULL,NULL,NULL,NULL
SUB_0001157,USR_0005947,starter,monthly,12.0,2024-05-05,active,NULL,NULL,NULL,NULL
SUB_0001158,USR_0005948,growth,monthly,36.0,2024-06-09,active,NULL,NULL,NULL,NULL
SUB_0001159,USR_0005949,enterprise,monthly,96.0,2024-05-23,active,NULL,NULL,NULL,NULL
SUB_0001160,USR_0005954,starter,monthly,12.0,2024-03-06,active,NULL,NULL,NULL,NULL
SUB_0001161,USR_0005957,starter,monthly,12.0,2024-04-11,active,NULL,NULL,NULL,NULL
SUB_0001162,USR_0005958,growth,monthly,36.0,2024-05-24,active,NULL,NULL,NULL,NULL
SUB_0001163,USR_0005960,starter,monthly,12.0,2024-07-22,active,NULL,NULL,NULL,NULL
SUB_0001164,USR_0005968,starter,monthly,12.0,2024-06-21,active,NULL,NULL,NULL,NULL
SUB_0001165,USR_0005969,growth,monthly,36.0,2024-05-01,active,NULL,NULL,NULL,NULL
SUB_0001166,USR_0005980,growth,monthly,36.0,2024-05-05,active,NULL,NULL,enterprise,2024-07-25
SUB_0001167,USR_0005982,growth,monthly,36.0,2024-03-17,active,NULL,NULL,NULL,NULL
SUB_0001168,USR_0005986,growth,monthly,36.0,2024-07-08,active,NULL,NULL,NULL,NULL
SUB_0001169,USR_0005988,starter,monthly,12.0,2024-06-24,churned,2024-09-27,no_longer_needed,NULL,NULL
SUB_0001170,USR_0005989,enterprise,annual,81.6,2024-04-04,active,NULL,NULL,NULL,NULL
SUB_0001171,USR_0005995,growth,annual,30.6,2024-07-06,active,NULL,NULL,NULL,NULL
SUB_0001172,USR_0005999,growth,monthly,36.0,2024-06-10,active,NULL,NULL,NULL,NULL
SUB_0001173,USR_0006005,growth,monthly,36.0,2024-05-08,active,NULL,NULL,NULL,NULL
SUB_0001174,USR_0006006,growth,monthly,36.0,2024-04-08,active,NULL,NULL,NULL,NULL
SUB_0001175,USR_0006007,starter,monthly,12.0,2024-06-24,active,NULL,NULL,NULL,NULL
SUB_0001176,USR_0006015,starter,monthly,12.0,2024-06-08,active,NULL,NULL,growth,2024-09-11
SUB_0001177,USR_0006016,enterprise,annual,81.6,2024-05-03,active,NULL,NULL,NULL,NULL
SUB_0001178,USR_0006031,starter,annual,10.2,2024-05-30,active,NULL,NULL,NULL,NULL
SUB_0001179,USR_0006038,starter,annual,10.2,2024-03-30,active,NULL,NULL,NULL,NULL
SUB_0001180,USR_0006045,starter,monthly,12.0,2024-07-08,active,NULL,NULL,NULL,NULL
SUB_0001181,USR_0006046,growth,monthly,36.0,2024-06-09,active,NULL,NULL,enterprise,2024-08-22
SUB_0001182,USR_0006049,starter,monthly,12.0,2024-03-20,active,NULL,NULL,NULL,NULL
SUB_0001183,USR_0006053,growth,monthly,36.0,2024-07-04,active,NULL,NULL,enterprise,2024-08-13
SUB_0001184,USR_0006056,starter,monthly,12.0,2024-04-20,active,NULL,NULL,NULL,NULL
SUB_0001185,USR_0006059,growth,monthly,36.0,2024-06-02,active,NULL,NULL,NULL,NULL
SUB_0001186,USR_0006060,enterprise,monthly,96.0,2024-04-30,active,NULL,NULL,NULL,NULL
SUB_0001187,USR_0006065,growth,annual,30.6,2024-07-03,active,NULL,NULL,NULL,NULL
SUB_0001188,USR_0006070,starter,monthly,12.0,2024-06-27,active,NULL,NULL,NULL,NULL
SUB_0001189,USR_0006080,growth,annual,30.6,2024-03-23,active,NULL,NULL,NULL,NULL
SUB_0001190,USR_0006081,growth,annual,30.6,2024-06-23,active,NULL,NULL,NULL,NULL
SUB_0001191,USR_0006092,starter,annual,10.2,2024-03-19,active,NULL,NULL,NULL,NULL
SUB_0001192,USR_0006094,starter,monthly,12.0,2024-02-26,active,NULL,NULL,NULL,NULL
SUB_0001193,USR_0006096,growth,annual,30.6,2024-05-23,active,NULL,NULL,NULL,NULL
SUB_0001194,USR_0006103,growth,monthly,36.0,2024-03-24,active,NULL,NULL,NULL,NULL
SUB_0001195,USR_0006104,starter,annual,10.2,2024-05-04,active,NULL,NULL,growth,2024-06-20
SUB_0001196,USR_0006125,growth,monthly,36.0,2024-03-12,active,NULL,NULL,enterprise,2024-06-22
SUB_0001197,USR_0006126,growth,monthly,36.0,2024-07-21,active,NULL,NULL,NULL,NULL
SUB_0001198,USR_0006127,growth,monthly,36.0,2024-05-15,active,NULL,NULL,NULL,NULL
SUB_0001199,USR_0006131,enterprise,annual,81.6,2024-05-14,active,NULL,NULL,NULL,NULL
SUB_0001200,USR_0006133,growth,monthly,36.0,2024-05-13,active,NULL,NULL,NULL,NULL
SUB_0001201,USR_0006134,starter,annual,10.2,2024-07-05,active,NULL,NULL,NULL,NULL
SUB_0001202,USR_0006136,enterprise,monthly,96.0,2024-07-20,active,NULL,NULL,NULL,NULL
SUB_0001203,USR_0006138,enterprise,monthly,96.0,2024-02-19,active,NULL,NULL,NULL,NULL
SUB_0001204,USR_0006140,enterprise,annual,81.6,2024-05-15,active,NULL,NULL,NULL,NULL
SUB_0001205,USR_0006142,starter,monthly,12.0,2024-05-26,active,NULL,NULL,NULL,NULL
SUB_0001206,USR_0006143,starter,monthly,12.0,2024-06-16,active,NULL,NULL,NULL,NULL
SUB_0001207,USR_0006145,starter,monthly,12.0,2024-06-16,active,NULL,NULL,NULL,NULL
SUB_0001208,USR_0006148,starter,annual,10.2,2024-02-19,active,NULL,NULL,NULL,NULL
SUB_0001209,USR_0006154,starter,monthly,12.0,2024-02-08,active,NULL,NULL,NULL,NULL
SUB_0001210,USR_0006169,growth,monthly,36.0,2024-05-30,active,NULL,NULL,NULL,NULL
SUB_0001211,USR_0006170,growth,monthly,36.0,2024-06-28,active,NULL,NULL,NULL,NULL
SUB_0001212,USR_0006171,growth,monthly,36.0,2024-07-01,active,NULL,NULL,enterprise,2024-10-18
SUB_0001213,USR_0006179,starter,annual,10.2,2024-02-25,active,NULL,NULL,NULL,NULL
SUB_0001214,USR_0006187,growth,annual,30.6,2024-06-20,active,NULL,NULL,NULL,NULL
SUB_0001215,USR_0006193,starter,monthly,12.0,2024-05-27,active,NULL,NULL,NULL,NULL
SUB_0001216,USR_0006204,starter,monthly,12.0,2024-05-02,active,NULL,NULL,growth,2024-08-10
SUB_0001217,USR_0006207,growth,monthly,36.0,2024-07-07,active,NULL,NULL,enterprise,2024-10-04
SUB_0001218,USR_0006210,enterprise,monthly,96.0,2024-05-24,active,NULL,NULL,NULL,NULL
SUB_0001219,USR_0006212,growth,annual,30.6,2024-06-29,active,NULL,NULL,NULL,NULL
SUB_0001220,USR_0006217,growth,annual,30.6,2024-02-06,active,NULL,NULL,NULL,NULL
SUB_0001221,USR_0006218,starter,annual,10.2,2024-07-07,active,NULL,NULL,NULL,NULL
SUB_0001222,USR_0006244,enterprise,monthly,96.0,2024-03-08,active,NULL,NULL,NULL,NULL
SUB_0001223,USR_0006246,starter,monthly,12.0,2024-04-16,active,NULL,NULL,NULL,NULL
SUB_0001224,USR_0006248,enterprise,monthly,96.0,2024-07-04,active,NULL,NULL,NULL,NULL
SUB_0001225,USR_0006252,growth,annual,30.6,2024-07-24,active,NULL,NULL,NULL,NULL
SUB_0001226,USR_0006261,starter,monthly,12.0,2024-07-17,active,NULL,NULL,NULL,NULL
SUB_0001227,USR_0006273,growth,monthly,36.0,2024-07-19,active,NULL,NULL,NULL,NULL
SUB_0001228,USR_0006275,growth,annual,30.6,2024-04-30,active,NULL,NULL,NULL,NULL
SUB_0001229,USR_0006290,enterprise,monthly,96.0,2024-02-17,active,NULL,NULL,NULL,NULL
SUB_0001230,USR_0006297,growth,annual,30.6,2024-07-11,active,NULL,NULL,NULL,NULL
SUB_0001231,USR_0006302,enterprise,monthly,96.0,2024-04-24,active,NULL,NULL,NULL,NULL
SUB_0001232,USR_0006311,starter,monthly,12.0,2024-04-27,active,NULL,NULL,growth,2024-07-24
SUB_0001233,USR_0006312,growth,annual,30.6,2024-05-27,active,NULL,NULL,NULL,NULL
SUB_0001234,USR_0006313,starter,annual,10.2,2024-04-17,active,NULL,NULL,NULL,NULL
SUB_0001235,USR_0006316,enterprise,monthly,96.0,2024-07-19,active,NULL,NULL,NULL,NULL
SUB_0001236,USR_0006327,starter,monthly,12.0,2024-07-21,active,NULL,NULL,NULL,NULL
SUB_0001237,USR_0006331,enterprise,annual,81.6,2024-05-03,active,NULL,NULL,NULL,NULL
SUB_0001238,USR_0006344,growth,monthly,36.0,2024-07-22,active,NULL,NULL,NULL,NULL
SUB_0001239,USR_0006347,starter,monthly,12.0,2024-07-06,active,NULL,NULL,growth,2024-10-08
SUB_0001240,USR_0006357,growth,monthly,36.0,2024-05-27,active,NULL,NULL,NULL,NULL
SUB_0001241,USR_0006358,starter,annual,10.2,2024-05-06,active,NULL,NULL,NULL,NULL
SUB_0001242,USR_0006366,starter,annual,10.2,2024-02-24,active,NULL,NULL,growth,2024-06-15
SUB_0001243,USR_0006370,growth,monthly,36.0,2024-02-10,active,NULL,NULL,NULL,NULL
SUB_0001244,USR_0006378,starter,annual,10.2,2024-05-21,active,NULL,NULL,NULL,NULL
SUB_0001245,USR_0006389,enterprise,monthly,96.0,2024-05-04,active,NULL,NULL,NULL,NULL
SUB_0001246,USR_0006395,starter,monthly,12.0,2024-06-12,active,NULL,NULL,NULL,NULL
SUB_0001247,USR_0006396,growth,monthly,36.0,2024-04-27,active,NULL,NULL,NULL,NULL
SUB_0001248,USR_0006402,starter,annual,10.2,2024-07-10,active,NULL,NULL,NULL,NULL
SUB_0001249,USR_0006405,growth,monthly,36.0,2024-02-26,active,NULL,NULL,enterprise,2024-06-16
SUB_0001250,USR_0006423,growth,annual,30.6,2024-03-22,active,NULL,NULL,NULL,NULL
SUB_0001251,USR_0006425,growth,monthly,36.0,2024-04-01,active,NULL,NULL,NULL,NULL
SUB_0001252,USR_0006428,growth,annual,30.6,2024-04-02,active,NULL,NULL,NULL,NULL
SUB_0001253,USR_0006436,starter,monthly,12.0,2024-05-30,active,NULL,NULL,NULL,NULL
SUB_0001254,USR_0006437,growth,annual,30.6,2024-07-07,active,NULL,NULL,NULL,NULL
SUB_0001255,USR_0006440,enterprise,monthly,96.0,2024-04-07,active,NULL,NULL,NULL,NULL
SUB_0001256,USR_0006441,enterprise,monthly,96.0,2024-07-03,active,NULL,NULL,NULL,NULL
SUB_0001257,USR_0006446,enterprise,monthly,96.0,2024-07-13,active,NULL,NULL,NULL,NULL
SUB_0001258,USR_0006453,starter,monthly,12.0,2024-06-17,active,NULL,NULL,growth,2024-08-28
SUB_0001259,USR_0006455,starter,monthly,12.0,2024-05-02,active,NULL,NULL,NULL,NULL
SUB_0001260,USR_0006464,enterprise,annual,81.6,2024-07-16,active,NULL,NULL,NULL,NULL
SUB_0001261,USR_0006473,growth,monthly,36.0,2024-04-18,active,NULL,NULL,NULL,NULL
SUB_0001262,USR_0006479,growth,annual,30.6,2024-06-12,active,NULL,NULL,NULL,NULL
SUB_0001263,USR_0006492,growth,monthly,36.0,2024-07-16,active,NULL,NULL,NULL,NULL
SUB_0001264,USR_0006498,enterprise,monthly,96.0,2024-05-07,active,NULL,NULL,NULL,NULL
SUB_0001265,USR_0006499,enterprise,monthly,96.0,2024-05-24,active,NULL,NULL,NULL,NULL
SUB_0001266,USR_0006506,starter,monthly,12.0,2024-04-10,active,NULL,NULL,growth,2024-08-02
SUB_0001267,USR_0006514,growth,monthly,36.0,2024-04-16,active,NULL,NULL,NULL,NULL
SUB_0001268,USR_0006516,enterprise,annual,81.6,2024-06-01,active,NULL,NULL,NULL,NULL
SUB_0001269,USR_0006518,starter,annual,10.2,2024-05-23,active,NULL,NULL,NULL,NULL
SUB_0001270,USR_0006526,starter,annual,10.2,2024-05-26,active,NULL,NULL,NULL,NULL
SUB_0001271,USR_0006530,growth,monthly,36.0,2024-06-28,active,NULL,NULL,NULL,NULL
SUB_0001272,USR_0006531,starter,monthly,12.0,2024-06-05,active,NULL,NULL,NULL,NULL
SUB_0001273,USR_0006533,enterprise,monthly,96.0,2024-04-28,active,NULL,NULL,NULL,NULL
SUB_0001274,USR_0006535,starter,monthly,12.0,2024-07-08,active,NULL,NULL,NULL,NULL
SUB_0001275,USR_0006536,growth,monthly,36.0,2024-02-11,active,NULL,NULL,NULL,NULL
SUB_0001276,USR_0006537,growth,monthly,36.0,2024-05-13,active,NULL,NULL,NULL,NULL
SUB_0001277,USR_0006539,starter,annual,10.2,2024-05-01,active,NULL,NULL,NULL,NULL
SUB_0001278,USR_0006545,enterprise,annual,81.6,2024-07-21,active,NULL,NULL,NULL,NULL
SUB_0001279,USR_0006546,starter,annual,10.2,2024-05-05,active,NULL,NULL,NULL,NULL
SUB_0001280,USR_0006555,enterprise,monthly,96.0,2024-07-23,active,NULL,NULL,NULL,NULL
SUB_0001281,USR_0006557,starter,annual,10.2,2024-07-07,active,NULL,NULL,growth,2024-09-01
SUB_0001282,USR_0006561,growth,monthly,36.0,2024-04-29,active,NULL,NULL,NULL,NULL
SUB_0001283,USR_0006569,starter,monthly,12.0,2024-05-23,active,NULL,NULL,NULL,NULL
SUB_0001284,USR_0006576,starter,monthly,12.0,2024-03-02,active,NULL,NULL,NULL,NULL
SUB_0001285,USR_0006577,growth,monthly,36.0,2024-07-21,active,NULL,NULL,NULL,NULL
SUB_0001286,USR_0006584,growth,monthly,36.0,2024-07-04,active,NULL,NULL,NULL,NULL
SUB_0001287,USR_0006588,enterprise,annual,81.6,2024-04-09,active,NULL,NULL,NULL,NULL
SUB_0001288,USR_0006590,enterprise,annual,81.6,2024-07-11,active,NULL,NULL,NULL,NULL
SUB_0001289,USR_0006591,enterprise,monthly,96.0,2024-03-08,active,NULL,NULL,NULL,NULL
SUB_0001290,USR_0006595,growth,annual,30.6,2024-06-15,active,NULL,NULL,NULL,NULL
SUB_0001291,USR_0006598,starter,monthly,12.0,2024-02-29,active,NULL,NULL,NULL,NULL
SUB_0001292,USR_0006604,growth,annual,30.6,2024-06-11,active,NULL,NULL,NULL,NULL
