user_id,signup_date,trial_expires_on,country,acquisition_channel,company_size,industry,user_segment
USR_0002605,2024-01-10,2024-01-24,UK,google_ad,small,ecommerce,collaborative
USR_0002606,2024-04-27,2024-05-11,India,referral,small,ecommerce,churned_trial
USR_0002607,2024-04-08,2024-04-22,India,organic_search,small,ecommerce,collaborative
USR_0002608,2024-04-09,2024-04-23,UAE,direct,large,consulting,collaborative
USR_0002609,2024-06-12,2024-06-26,India,direct,mid,consulting,activated
USR_0002610,2024-06-17,2024-07-01,India,google_ad,mid,ecommerce,churned_trial
USR_0002611,2024-03-24,2024-04-07,Others,direct,mid,manufacturing,churned_trial
USR_0002612,2024-06-21,2024-07-05,Singapore,referral,solo,tech,activated
USR_0002613,2024-06-16,2024-06-30,Singapore,linkedin_ad,mid,marketing,collaborative
USR_0002614,2024-02-27,2024-03-12,UAE,content_marketing,mid,ecommerce,converted
USR_0002615,2024-06-07,2024-06-21,India,google_ad,mid,marketing,churned_trial
USR_0002616,2024-04-23,2024-05-07,India,content_marketing,mid,tech,churned_trial
USR_0002617,2024-06-13,2024-06-27,India,linkedin_ad,mid,tech,activated
USR_0002618,2024-02-24,2024-03-09,Singapore,direct,mid,ecommerce,churned_trial
USR_0002619,2024-06-14,2024-06-28,USA,linkedin_ad,large,marketing,activated
USR_0002620,2024-03-22,2024-04-05,UK,organic_search,large,consulting,collaborative
USR_0002621,2024-01-08,2024-01-22,USA,direct,small,marketing,collaborative
USR_0002622,2024-05-01,2024-05-15,Others,referral,large,manufacturing,churned_trial
USR_0002623,2024-06-13,2024-06-27,USA,linkedin_ad,mid,tech,collaborative
USR_0002624,2024-03-20,2024-04-03,India,organic_search,large,ecommerce,converted
USR_0002625,2024-04-05,2024-04-19,USA,direct,large,ecommerce,converted
USR_0002626,2024-05-26,2024-06-09,USA,organic_search,mid,consulting,churned_trial
USR_0002627,2024-01-06,2024-01-20,India,google_ad,mid,tech,converted
USR_0002628,2024-03-11,2024-03-25,India,content_marketing,mid,tech,collaborative
USR_0002629,2024-04-08,2024-04-22,India,direct,mid,marketing,churned_trial
USR_0002630,2024-02-28,2024-03-13,India,content_marketing,solo,tech,activated
USR_0002631,2024-03-01,2024-03-15,USA,organic_search,small,consulting,churned_trial
USR_0002632,2024-04-07,2024-04-21,USA,organic_search,mid,consulting,churned_trial
USR_0002633,2024-02-02,2024-02-16,India,organic_search,small,consulting,churned_trial
USR_0002634,2024-05-25,2024-06-08,India,linkedin_ad,small,tech,activated
USR_0002635,2024-02-19,2024-03-04,Others,google_ad,small,tech,activated
USR_0002636,2024-02-25,2024-03-10,UK,organic_search,solo,ecommerce,converted
USR_0002637,2024-06-28,2024-07-12,India,referral,small,tech,converted
USR_0002638,2024-06-18,2024-07-02,India,linkedin_ad,small,consulting,collaborative
USR_0002639,2024-02-23,2024-03-08,India,referral,small,manufacturing,activated
USR_0002640,2024-02-09,2024-02-23,India,organic_search,small,tech,churned_trial
USR_0002641,2024-01-09,2024-01-23,India,google_ad,small,consulting,collaborative
USR_0002642,2024-06-12,2024-06-26,India,linkedin_ad,mid,tech,collaborative
USR_0002643,2024-04-06,2024-04-20,India,content_marketing,small,tech,activated
USR_0002644,2024-05-05,2024-05-19,India,referral,large,tech,collaborative
USR_0002645,2024-04-21,2024-05-05,India,direct,small,consulting,converted
USR_0002646,2024-04-26,2024-05-10,USA,linkedin_ad,mid,marketing,churned_trial
USR_0002647,2024-04-02,2024-04-16,India,organic_search,mid,ecommerce,collaborative
USR_0002648,2024-06-02,2024-06-16,India,google_ad,mid,tech,churned_trial
USR_0002649,2024-01-19,2024-02-02,USA,direct,small,consulting,collaborative
USR_0002650,2024-02-20,2024-03-05,USA,google_ad,small,marketing,activated
USR_0002651,2024-01-10,2024-01-24,Others,content_marketing,mid,manufacturing,collaborative
USR_0002652,2024-06-23,2024-07-07,UK,google_ad,small,tech,churned_trial
USR_0002653,2024-06-06,2024-06-20,India,google_ad,mid,tech,collaborative
USR_0002654,2024-02-11,2024-02-25,India,referral,solo,ecommerce,collaborative
USR_0002655,2024-02-26,2024-03-11,India,referral,mid,tech,collaborative
USR_0002656,2024-02-17,2024-03-02,USA,organic_search,mid,consulting,activated
USR_0002657,2024-03-19,2024-04-02,USA,referral,large,ecommerce,converted
USR_0002658,2024-03-13,2024-03-27,India,organic_search,mid,manufacturing,churned_trial
USR_0002659,2024-04-11,2024-04-25,USA,organic_search,large,consulting,collaborative
USR_0002660,2024-03-07,2024-03-21,India,direct,small,marketing,activated
USR_0002661,2024-02-14,2024-02-28,India,organic_search,small,marketing,collaborative
USR_0002662,2024-05-15,2024-05-29,UK,referral,small,tech,collaborative
USR_0002663,2024-05-09,2024-05-23,India,google_ad,mid,tech,collaborative
USR_0002664,2024-02-13,2024-02-27,India,direct,solo,consulting,churned_trial
USR_0002665,2024-05-01,2024-05-15,India,google_ad,large,manufacturing,activated
USR_0002666,2024-06-20,2024-07-04,India,referral,small,ecommerce,churned_trial
USR_0002667,2024-04-13,2024-04-27,India,referral,mid,consulting,churned_trial
USR_0002668,2024-06-16,2024-06-30,USA,google_ad,large,marketing,activated
USR_0002669,2024-03-08,2024-03-22,India,linkedin_ad,mid,consulting,converted
USR_0002670,2024-03-21,2024-04-04,UK,direct,large,manufacturing,activated
USR_0002671,2024-02-21,2024-03-06,UAE,organic_search,large,tech,activated
USR_0002672,2024-02-25,2024-03-10,Others,organic_search,solo,ecommerce,converted
USR_0002673,2024-06-14,2024-06-28,India,linkedin_ad,small,manufacturing,collaborative
USR_0002674,2024-06-03,2024-06-17,Singapore,referral,small,ecommerce,churned_trial
USR_0002675,2024-06-12,2024-06-26,India,linkedin_ad,large,tech,activated
USR_0002676,2024-03-23,2024-04-06,UK,referral,large,consulting,churned_trial
USR_0002677,2024-04-27,2024-05-11,India,content_marketing,solo,marketing,activated
USR_0002678,2024-04-28,2024-05-12,Singapore,organic_search,large,consulting,converted
USR_0002679,2024-06-06,2024-06-20,India,referral,large,ecommerce,collaborative
USR_0002680,2024-04-02,2024-04-16,Singapore,referral,small,tech,activated
USR_0002681,2024-02-25,2024-03-10,UK,content_marketing,large,marketing,collaborative
USR_0002682,2024-02-19,2024-03-04,India,content_marketing,small,marketing,collaborative
USR_0002683,2024-03-26,2024-04-09,Singapore,google_ad,small,ecommerce,activated
USR_0002684,2024-04-20,2024-05-04,UK,organic_search,mid,tech,collaborative
USR_0002685,2024-04-27,2024-05-11,Others,direct,small,ecommerce,activated
USR_0002686,2024-03-13,2024-03-27,USA,content_marketing,small,tech,collaborative
USR_0002687,2024-03-17,2024-03-31,India,organic_search,solo,consulting,converted
USR_0002688,2024-05-04,2024-05-18,Others,referral,small,tech,activated
USR_0002689,2024-06-08,2024-06-22,India,google_ad,mid,tech,converted
USR_0002690,2024-03-23,2024-04-06,India,referral,large,consulting,activated
USR_0002691,2024-05-23,2024-06-06,India,google_ad,small,consulting,collaborative
USR_0002692,2024-05-19,2024-06-02,India,organic_search,small,tech,collaborative
USR_0002693,2024-06-10,2024-06-24,India,organic_search,small,tech,activated
USR_0002694,2024-02-13,2024-02-27,Singapore,linkedin_ad,large,manufacturing,activated
USR_0002695,2024-06-02,2024-06-16,India,linkedin_ad,small,tech,activated
USR_0002696,2024-05-23,2024-06-06,UK,linkedin_ad,mid,ecommerce,converted
USR_0002697,2024-02-09,2024-02-23,UK,organic_search,large,ecommerce,collaborative
USR_0002698,2024-06-17,2024-07-01,India,google_ad,mid,tech,churned_trial
USR_0002699,2024-05-15,2024-05-29,India,google_ad,mid,consulting,collaborative
USR_0002700,2024-02-21,2024-03-06,India,linkedin_ad,mid,consulting,collaborative
USR_0002701,2024-03-15,2024-03-29,Singapore,google_ad,mid,manufacturing,collaborative
USR_0002702,2024-03-03,2024-03-17,USA,organic_search,small,consulting,activated
USR_0002703,2024-03-21,2024-04-04,India,organic_search,small,ecommerce,converted
USR_0002704,2024-04-19,2024-05-03,Singapore,organic_search,mid,tech,converted
USR_0002705,2024-02-10,2024-02-24,USA,organic_search,mid,tech,converted
USR_0002706,2024-06-08,2024-06-22,India,referral,small,manufacturing,activated
USR_0002707,2024-04-28,2024-05-12,USA,organic_search,small,tech,converted
USR_0002708,2024-05-27,2024-06-10,UK,linkedin_ad,large,tech,converted
USR_0002709,2024-05-04,2024-05-18,India,referral,small,tech,activated
USR_0002710,2024-02-10,2024-02-24,India,direct,large,tech,activated
USR_0002711,2024-06-06,2024-06-20,India,organic_search,small,manufacturing,activated
USR_0002712,2024-01-23,2024-02-06,India,organic_search,large,marketing,activated
USR_0002713,2024-06-09,2024-06-23,India,organic_search,solo,tech,collaborative
USR_0002714,2024-04-09,2024-04-23,Singapore,organic_search,large,tech,activated
USR_0002715,2024-04-12,2024-04-26,Others,linkedin_ad,large,marketing,activated
USR_0002716,2024-06-17,2024-07-01,India,content_marketing,solo,ecommerce,activated
USR_0002717,2024-04-24,2024-05-08,India,google_ad,solo,ecommerce,collaborative
USR_0002718,2024-05-15,2024-05-29,India,referral,mid,tech,collaborative
USR_0002719,2024-05-04,2024-05-18,UK,linkedin_ad,large,marketing,activated
USR_0002720,2024-05-08,2024-05-22,India,linkedin_ad,large,ecommerce,collaborative
USR_0002721,2024-06-08,2024-06-22,India,organic_search,mid,tech,collaborative
USR_0002722,2024-02-19,2024-03-04,India,google_ad,mid,ecommerce,activated
USR_0002723,2024-02-02,2024-02-16,India,referral,mid,tech,churned_trial
USR_0002724,2024-01-13,2024-01-27,USA,linkedin_ad,mid,manufacturing,collaborative
USR_0002725,2024-01-04,2024-01-18,Others,google_ad,solo,ecommerce,collaborative
USR_0002726,2024-01-13,2024-01-27,India,google_ad,small,ecommerce,collaborative
USR_0002727,2024-05-26,2024-06-09,India,content_marketing,large,tech,collaborative
USR_0002728,2024-06-03,2024-06-17,UK,linkedin_ad,mid,tech,churned_trial
USR_0002729,2024-06-24,2024-07-08,India,organic_search,mid,marketing,collaborative
USR_0002730,2024-06-10,2024-06-24,UK,referral,small,manufacturing,activated
USR_0002731,2024-04-27,2024-05-11,India,google_ad,small,tech,collaborative
USR_0002732,2024-06-05,2024-06-19,India,referral,mid,consulting,activated
USR_0002733,2024-06-13,2024-06-27,India,referral,mid,ecommerce,converted
USR_0002734,2024-06-04,2024-06-18,Singapore,direct,solo,marketing,collaborative
USR_0002735,2024-06-02,2024-06-16,USA,referral,small,tech,converted
USR_0002736,2024-04-08,2024-04-22,UK,referral,small,tech,collaborative
USR_0002737,2024-02-11,2024-02-25,India,linkedin_ad,solo,consulting,collaborative
USR_0002738,2024-04-15,2024-04-29,India,google_ad,small,consulting,activated
USR_0002739,2024-01-23,2024-02-06,USA,organic_search,small,ecommerce,activated
USR_0002740,2024-04-10,2024-04-24,USA,organic_search,solo,ecommerce,activated
USR_0002741,2024-04-17,2024-05-01,India,referral,small,tech,collaborative
USR_0002742,2024-06-12,2024-06-26,India,organic_search,solo,marketing,churned_trial
USR_0002743,2024-02-12,2024-02-26,USA,organic_search,large,tech,converted
USR_0002744,2024-03-16,2024-03-30,USA,referral,large,consulting,collaborative
USR_0002745,2024-04-16,2024-04-30,UAE,google_ad,small,marketing,collaborative
USR_0002746,2024-01-03,2024-01-17,UAE,direct,small,tech,churned_trial
USR_0002747,2024-05-27,2024-06-10,India,referral,solo,marketing,converted
USR_0002748,2024-06-08,2024-06-22,India,content_marketing,mid,tech,collaborative
USR_0002749,2024-01-28,2024-02-11,India,organic_search,small,tech,collaborative
USR_0002750,2024-06-25,2024-07-09,India,google_ad,mid,ecommerce,churned_trial
USR_0002751,2024-03-07,2024-03-21,India,referral,small,manufacturing,churned_trial
USR_0002752,2024-04-04,2024-04-18,India,linkedin_ad,large,tech,collaborative
USR_0002753,2024-02-24,2024-03-09,India,content_marketing,large,marketing,converted
USR_0002754,2024-05-06,2024-05-20,UAE,direct,mid,tech,churned_trial
USR_0002755,2024-01-26,2024-02-09,India,direct,mid,consulting,churned_trial
USR_0002756,2024-05-01,2024-05-15,India,linkedin_ad,large,tech,collaborative
USR_0002757,2024-02-11,2024-02-25,India,organic_search,solo,manufacturing,collaborative
USR_0002758,2024-01-10,2024-01-24,USA,organic_search,mid,tech,collaborative
USR_0002759,2024-06-14,2024-06-28,UK,linkedin_ad,solo,ecommerce,collaborative
USR_0002760,2024-04-01,2024-04-15,India,content_marketing,mid,marketing,activated
USR_0002761,2024-06-10,2024-06-24,India,direct,small,tech,churned_trial
USR_0002762,2024-06-10,2024-06-24,India,referral,mid,marketing,converted
USR_0002763,2024-01-04,2024-01-18,USA,linkedin_ad,small,tech,converted
USR_0002764,2024-04-13,2024-04-27,India,google_ad,small,marketing,activated
USR_0002765,2024-05-05,2024-05-19,Singapore,google_ad,small,tech,activated
USR_0002766,2024-06-20,2024-07-04,India,google_ad,mid,tech,collaborative
USR_0002767,2024-06-07,2024-06-21,USA,referral,mid,manufacturing,converted
USR_0002768,2024-05-11,2024-05-25,Others,referral,mid,manufacturing,churned_trial
USR_0002769,2024-06-17,2024-07-01,Singapore,linkedin_ad,mid,tech,collaborative
USR_0002770,2024-02-18,2024-03-03,India,google_ad,mid,tech,collaborative
USR_0002771,2024-04-20,2024-05-04,India,google_ad,small,tech,activated
USR_0002772,2024-05-22,2024-06-05,India,organic_search,large,marketing,churned_trial
USR_0002773,2024-04-27,2024-05-11,India,organic_search,solo,manufacturing,churned_trial
USR_0002774,2024-06-02,2024-06-16,India,referral,small,consulting,activated
USR_0002775,2024-06-24,2024-07-08,India,organic_search,small,tech,churned_trial
USR_0002776,2024-03-10,2024-03-24,India,linkedin_ad,small,tech,converted
USR_0002777,2024-05-21,2024-06-04,USA,linkedin_ad,small,tech,converted
USR_0002778,2024-02-24,2024-03-09,India,organic_search,solo,marketing,collaborative
USR_0002779,2024-06-18,2024-07-02,India,referral,small,marketing,collaborative
USR_0002780,2024-06-21,2024-07-05,UK,organic_search,large,manufacturing,churned_trial
USR_0002781,2024-06-06,2024-06-20,India,content_marketing,mid,marketing,converted
USR_0002782,2024-03-09,2024-03-23,India,organic_search,small,manufacturing,collaborative
USR_0002783,2024-04-14,2024-04-28,USA,organic_search,large,consulting,activated
USR_0002784,2024-06-28,2024-07-12,USA,direct,large,ecommerce,collaborative
USR_0002785,2024-01-03,2024-01-17,India,organic_search,small,tech,churned_trial
USR_0002786,2024-05-09,2024-05-23,USA,referral,large,tech,converted
USR_0002787,2024-06-07,2024-06-21,India,google_ad,mid,consulting,converted
USR_0002788,2024-06-09,2024-06-23,India,referral,mid,marketing,collaborative
USR_0002789,2024-05-15,2024-05-29,USA,organic_search,mid,ecommerce,collaborative
USR_0002790,2024-01-04,2024-01-18,India,google_ad,small,consulting,collaborative
USR_0002791,2024-03-05,2024-03-19,UAE,organic_search,solo,tech,converted
USR_0002792,2024-01-25,2024-02-08,India,organic_search,mid,ecommerce,collaborative
USR_0002793,2024-06-12,2024-06-26,Singapore,organic_search,small,marketing,activated
USR_0002794,2024-06-19,2024-07-03,Singapore,linkedin_ad,large,tech,collaborative
USR_0002795,2024-06-02,2024-06-16,UK,organic_search,small,tech,collaborative
USR_0002796,2024-06-17,2024-07-01,India,referral,mid,tech,collaborative
USR_0002797,2024-05-11,2024-05-25,India,content_marketing,mid,tech,collaborative
USR_0002798,2024-06-21,2024-07-05,UK,organic_search,large,tech,collaborative
USR_0002799,2024-04-04,2024-04-18,USA,referral,small,tech,collaborative
USR_0002800,2024-03-02,2024-03-16,UAE,organic_search,solo,manufacturing,activated
USR_0002801,2024-05-19,2024-06-02,UAE,linkedin_ad,solo,ecommerce,collaborative
USR_0002802,2024-05-19,2024-06-02,Singapore,content_marketing,large,consulting,converted
USR_0002803,2024-06-20,2024-07-04,India,referral,mid,ecommerce,converted
USR_0002804,2024-04-22,2024-05-06,UK,google_ad,mid,marketing,converted
USR_0002805,2024-05-26,2024-06-09,India,organic_search,small,tech,churned_trial
USR_0002806,2024-04-08,2024-04-22,Singapore,referral,small,tech,converted
USR_0002807,2024-01-03,2024-01-17,India,google_ad,solo,manufacturing,collaborative
USR_0002808,2024-01-20,2024-02-03,USA,organic_search,small,tech,converted
USR_0002809,2024-06-16,2024-06-30,India,content_marketing,solo,consulting,converted
USR_0002810,2024-01-02,2024-01-16,India,direct,mid,manufacturing,collaborative
USR_0002811,2024-06-11,2024-06-25,UAE,organic_search,large,marketing,collaborative
USR_0002812,2024-01-06,2024-01-20,India,linkedin_ad,large,consulting,churned_trial
USR_0002813,2024-05-06,2024-05-20,India,organic_search,solo,marketing,converted
USR_0002814,2024-05-18,2024-06-01,UK,google_ad,small,marketing,activated
USR_0002815,2024-05-02,2024-05-16,UK,linkedin_ad,mid,consulting,collaborative
USR_0002816,2024-05-12,2024-05-26,India,direct,large,consulting,collaborative
USR_0002817,2024-04-17,2024-05-01,UAE,organic_search,mid,tech,churned_trial
USR_0002818,2024-06-18,2024-07-02,UK,referral,large,ecommerce,activated
USR_0002819,2024-03-25,2024-04-08,India,google_ad,large,consulting,activated
USR_0002820,2024-06-21,2024-07-05,USA,google_ad,small,tech,collaborative
USR_0002821,2024-04-21,2024-05-05,USA,content_marketing,small,consulting,collaborative
USR_0002822,2024-06-16,2024-06-30,USA,referral,mid,marketing,activated
USR_0002823,2024-06-24,2024-07-08,USA,organic_search,small,tech,collaborative
USR_0002824,2024-01-20,2024-02-03,India,organic_search,solo,manufacturing,collaborative
USR_0002825,2024-03-09,2024-03-23,UAE,google_ad,small,consulting,churned_trial
USR_0002826,2024-02-21,2024-03-06,India,google_ad,small,tech,activated
USR_0002827,2024-06-27,2024-07-11,India,google_ad,small,marketing,activated
USR_0002828,2024-03-28,2024-04-11,India,content_marketing,mid,marketing,activated
USR_0002829,2024-05-09,2024-05-23,India,organic_search,mid,manufacturing,collaborative
USR_0002830,2024-05-16,2024-05-30,Others,referral,mid,marketing,churned_trial
USR_0002831,2024-03-02,2024-03-16,India,content_marketing,large,ecommerce,converted
USR_0002832,2024-06-19,2024-07-03,India,content_marketing,large,ecommerce,churned_trial
USR_0002833,2024-05-23,2024-06-06,India,linkedin_ad,mid,tech,activated
USR_0002834,2024-04-19,2024-05-03,USA,referral,solo,consulting,activated
USR_0002835,2024-02-13,2024-02-27,India,linkedin_ad,small,marketing,collaborative
USR_0002836,2024-06-16,2024-06-30,India,google_ad,small,tech,activated
USR_0002837,2024-02-27,2024-03-12,India,organic_search,solo,marketing,churned_trial
USR_0002838,2024-06-23,2024-07-07,Singapore,linkedin_ad,large,marketing,activated
USR_0002839,2024-02-14,2024-02-28,India,google_ad,mid,tech,collaborative
USR_0002840,2024-02-25,2024-03-10,India,organic_search,large,tech,collaborative
USR_0002841,2024-05-21,2024-06-04,UK,linkedin_ad,small,consulting,churned_trial
USR_0002842,2024-05-03,2024-05-17,India,linkedin_ad,large,manufacturing,activated
USR_0002843,2024-06-26,2024-07-10,Singapore,organic_search,small,consulting,collaborative
USR_0002844,2024-06-19,2024-07-03,India,google_ad,mid,manufacturing,activated
USR_0002845,2024-01-26,2024-02-09,Singapore,organic_search,solo,marketing,collaborative
USR_0002846,2024-06-16,2024-06-30,USA,linkedin_ad,mid,manufacturing,collaborative
USR_0002847,2024-04-03,2024-04-17,Others,organic_search,mid,marketing,collaborative
USR_0002848,2024-01-19,2024-02-02,UK,google_ad,mid,tech,churned_trial
USR_0002849,2024-04-10,2024-04-24,India,organic_search,mid,tech,activated
USR_0002850,2024-04-28,2024-05-12,Singapore,direct,mid,consulting,activated
USR_0002851,2024-03-23,2024-04-06,India,organic_search,solo,manufacturing,activated
USR_0002852,2024-03-05,2024-03-19,India,organic_search,small,tech,converted
USR_0002853,2024-02-25,2024-03-10,India,linkedin_ad,small,marketing,activated
USR_0002854,2024-02-24,2024-03-09,USA,direct,small,tech,converted
USR_0002855,2024-03-02,2024-03-16,India,organic_search,small,consulting,churned_trial
USR_0002856,2024-05-17,2024-05-31,India,referral,small,tech,converted
USR_0002857,2024-06-24,2024-07-08,UK,organic_search,small,marketing,collaborative
USR_0002858,2024-01-09,2024-01-23,UK,content_marketing,large,manufacturing,converted
USR_0002859,2024-02-21,2024-03-06,India,google_ad,small,tech,collaborative
USR_0002860,2024-04-23,2024-05-07,India,direct,large,tech,activated
USR_0002861,2024-06-16,2024-06-30,Singapore,organic_search,mid,tech,activated
USR_0002862,2024-02-17,2024-03-02,India,organic_search,mid,consulting,collaborative
USR_0002863,2024-02-15,2024-02-29,India,organic_search,mid,tech,activated
USR_0002864,2024-04-28,2024-05-12,India,google_ad,small,manufacturing,collaborative
USR_0002865,2024-01-27,2024-02-10,USA,organic_search,large,tech,churned_trial
USR_0002866,2024-04-15,2024-04-29,UK,organic_search,large,tech,collaborative
USR_0002867,2024-03-17,2024-03-31,UAE,direct,large,consulting,churned_trial
USR_0002868,2024-03-19,2024-04-02,UK,google_ad,large,marketing,collaborative
USR_0002869,2024-01-22,2024-02-05,USA,google_ad,mid,tech,converted
USR_0002870,2024-05-04,2024-05-18,UK,referral,small,tech,churned_trial
USR_0002871,2024-03-23,2024-04-06,India,google_ad,small,ecommerce,churned_trial
USR_0002872,2024-04-16,2024-04-30,India,organic_search,mid,tech,converted
USR_0002873,2024-04-01,2024-04-15,UAE,google_ad,solo,consulting,churned_trial
USR_0002874,2024-06-06,2024-06-20,India,content_marketing,large,tech,collaborative
USR_0002875,2024-03-06,2024-03-20,India,direct,small,marketing,collaborative
USR_0002876,2024-06-07,2024-06-21,India,content_marketing,mid,consulting,activated
USR_0002877,2024-05-02,2024-05-16,UK,linkedin_ad,large,consulting,collaborative
USR_0002878,2024-03-07,2024-03-21,USA,google_ad,mid,ecommerce,activated
USR_0002879,2024-05-21,2024-06-04,India,google_ad,solo,tech,collaborative
USR_0002880,2024-06-04,2024-06-18,India,content_marketing,small,manufacturing,activated
USR_0002881,2024-01-24,2024-02-07,India,organic_search,small,tech,collaborative
USR_0002882,2024-06-23,2024-07-07,India,referral,small,manufacturing,collaborative
USR_0002883,2024-01-28,2024-02-11,India,google_ad,large,marketing,collaborative
USR_0002884,2024-05-02,2024-05-16,India,organic_search,small,consulting,activated
USR_0002885,2024-05-01,2024-05-15,India,google_ad,large,tech,churned_trial
USR_0002886,2024-06-26,2024-07-10,UK,referral,solo,ecommerce,converted
USR_0002887,2024-06-22,2024-07-06,USA,linkedin_ad,mid,tech,activated
USR_0002888,2024-01-19,2024-02-02,Others,google_ad,mid,tech,collaborative
USR_0002889,2024-02-09,2024-02-23,India,linkedin_ad,small,consulting,collaborative
USR_0002890,2024-05-20,2024-06-03,India,google_ad,mid,tech,collaborative
USR_0002891,2024-03-13,2024-03-27,India,content_marketing,small,consulting,collaborative
USR_0002892,2024-04-22,2024-05-06,India,google_ad,small,marketing,converted
USR_0002893,2024-04-01,2024-04-15,India,linkedin_ad,mid,consulting,activated
USR_0002894,2024-03-19,2024-04-02,UAE,organic_search,mid,marketing,collaborative
USR_0002895,2024-04-05,2024-04-19,India,google_ad,small,tech,converted
USR_0002896,2024-04-28,2024-05-12,India,referral,mid,marketing,churned_trial
USR_0002897,2024-02-21,2024-03-06,USA,google_ad,mid,consulting,collaborative
USR_0002898,2024-06-06,2024-06-20,UK,referral,mid,marketing,activated
USR_0002899,2024-03-14,2024-03-28,USA,content_marketing,large,manufacturing,converted
USR_0002900,2024-03-26,2024-04-09,India,google_ad,solo,marketing,converted
USR_0002901,2024-06-12,2024-06-26,UK,linkedin_ad,mid,consulting,collaborative
USR_0002902,2024-04-16,2024-04-30,USA,content_marketing,mid,tech,collaborative
USR_0002903,2024-04-14,2024-04-28,India,organic_search,small,ecommerce,activated
USR_0002904,2024-05-12,2024-05-26,India,google_ad,small,consulting,collaborative
USR_0002905,2024-06-03,2024-06-17,Singapore,organic_search,small,consulting,activated
USR_0002906,2024-05-26,2024-06-09,India,organic_search,mid,tech,churned_trial
USR_0002907,2024-05-05,2024-05-19,India,organic_search,mid,marketing,activated
USR_0002908,2024-04-16,2024-04-30,Singapore,organic_search,large,consulting,converted
USR_0002909,2024-04-01,2024-04-15,USA,linkedin_ad,small,manufacturing,converted
USR_0002910,2024-05-05,2024-05-19,India,referral,mid,consulting,collaborative
USR_0002911,2024-05-06,2024-05-20,India,organic_search,small,marketing,collaborative
USR_0002912,2024-06-23,2024-07-07,Others,referral,small,marketing,collaborative
USR_0002913,2024-01-23,2024-02-06,India,google_ad,small,tech,collaborative
USR_0002914,2024-01-26,2024-02-09,Others,organic_search,small,consulting,converted
USR_0002915,2024-04-15,2024-04-29,India,referral,solo,manufacturing,converted
USR_0002916,2024-03-25,2024-04-08,USA,organic_search,small,manufacturing,churned_trial
USR_0002917,2024-04-21,2024-05-05,India,linkedin_ad,large,marketing,converted
USR_0002918,2024-05-15,2024-05-29,India,organic_search,mid,tech,churned_trial
USR_0002919,2024-06-23,2024-07-07,India,direct,mid,ecommerce,collaborative
USR_0002920,2024-05-28,2024-06-11,UK,referral,small,tech,collaborative
USR_0002921,2024-03-09,2024-03-23,India,google_ad,mid,consulting,collaborative
USR_0002922,2024-06-15,2024-06-29,India,google_ad,large,tech,activated
USR_0002923,2024-03-18,2024-04-01,USA,organic_search,small,consulting,converted
USR_0002924,2024-05-07,2024-05-21,USA,referral,small,marketing,converted
USR_0002925,2024-01-07,2024-01-21,UAE,direct,small,marketing,activated
USR_0002926,2024-05-10,2024-05-24,India,linkedin_ad,mid,tech,churned_trial
USR_0002927,2024-05-27,2024-06-10,India,content_marketing,mid,tech,activated
USR_0002928,2024-05-11,2024-05-25,India,content_marketing,small,ecommerce,collaborative
USR_0002929,2024-05-16,2024-05-30,India,referral,small,tech,activated
USR_0002930,2024-03-14,2024-03-28,Singapore,direct,small,manufacturing,churned_trial
USR_0002931,2024-03-05,2024-03-19,Singapore,organic_search,mid,consulting,churned_trial
USR_0002932,2024-02-18,2024-03-03,USA,content_marketing,small,tech,converted
USR_0002933,2024-06-07,2024-06-21,India,referral,mid,consulting,collaborative
USR_0002934,2024-04-24,2024-05-08,USA,organic_search,solo,tech,collaborative
USR_0002935,2024-03-10,2024-03-24,India,google_ad,small,marketing,converted
USR_0002936,2024-04-02,2024-04-16,India,direct,large,marketing,activated
USR_0002937,2024-04-04,2024-04-18,India,linkedin_ad,large,tech,churned_trial
USR_0002938,2024-05-20,2024-06-03,Singapore,organic_search,small,tech,activated
USR_0002939,2024-06-25,2024-07-09,India,organic_search,large,tech,collaborative
USR_0002940,2024-02-01,2024-02-15,India,referral,large,tech,collaborative
USR_0002941,2024-05-17,2024-05-31,UAE,organic_search,large,consulting,churned_trial
USR_0002942,2024-06-26,2024-07-10,India,content_marketing,small,consulting,collaborative
USR_0002943,2024-06-23,2024-07-07,India,google_ad,small,ecommerce,collaborative
USR_0002944,2024-06-20,2024-07-04,India,organic_search,large,tech,collaborative
USR_0002945,2024-04-21,2024-05-05,India,referral,small,tech,collaborative
USR_0002946,2024-04-14,2024-04-28,UAE,linkedin_ad,mid,tech,collaborative
USR_0002947,2024-01-05,2024-01-19,USA,google_ad,solo,consulting,collaborative
USR_0002948,2024-06-01,2024-06-15,USA,google_ad,small,marketing,collaborative
USR_0002949,2024-04-20,2024-05-04,India,google_ad,small,marketing,collaborative
USR_0002950,2024-06-02,2024-06-16,India,referral,solo,tech,churned_trial
USR_0002951,2024-04-17,2024-05-01,India,google_ad,solo,consulting,converted
USR_0002952,2024-01-06,2024-01-20,USA,organic_search,solo,marketing,activated
USR_0002953,2024-06-03,2024-06-17,India,referral,solo,ecommerce,activated
USR_0002954,2024-06-07,2024-06-21,Singapore,content_marketing,mid,marketing,converted
USR_0002955,2024-05-06,2024-05-20,India,organic_search,mid,manufacturing,churned_trial
USR_0002956,2024-05-02,2024-05-16,USA,referral,small,ecommerce,churned_trial
